"Click here to go to <a href=""%s"">Index Management</a> and rebuild required indexes.","Cliquez ici pour aller dans <a href=""%s"">la gestion des indexes</a> et reconstruire les indexes nécessaires."
"One or more of the Indexes are not up to date:","Certains indexes ne sont pas à jour :"
